epoch,train_loss,val_loss,val_acc,val_f1,duration_sec
1,1.6328543519076488,0.27096731464068097,0.8333333333333334,0.30303030303030304,19.04968023300171
2,1.2817953545858876,0.6889677147070566,0.0,0.0,19.0429105758667
3,0.9439372371157838,0.7765680054823557,0.0,0.0,19.04221534729004
4,1.2602601285454713,0.724504272143046,0.16666666666666666,0.09523809523809523,19.069494485855103
5,1.0296563351940777,0.4533285250266393,0.16666666666666666,0.10256410256410257,19.044627904891968
6,1.108269549285372,0.9049539864063263,0.0,0.0,19.030415058135986
7,0.944693922996521,0.7152275542418162,0.16666666666666666,0.2222222222222222,19.037204265594482
8,1.035696795520683,0.5492950876553854,0.08333333333333333,0.13333333333333333,19.025527954101562
9,0.8933752193115652,0.7890654305617014,0.0,0.0,19.04946279525757
10,0.9976791037867466,0.6823979914188385,0.16666666666666666,0.09523809523809523,19.01422619819641
11,0.8732115230005648,0.779138371348381,0.16666666666666666,0.09523809523809523,19.03868317604065
12,0.8236343763354752,0.5990103383858999,0.16666666666666666,0.10256410256410257,19.0519802570343
13,0.9549809975756539,0.7324458360671997,0.0,0.0,19.010289907455444
14,0.7974985765500201,0.5727686782677969,0.0,0.0,19.0329430103302
15,0.7817328303224511,0.5550928860902786,0.0,0.0,19.050328731536865
16,0.7464994056305537,0.635639895995458,0.16666666666666666,0.10256410256410257,19.06184220314026
17,0.7400010729001628,0.4132807304461797,0.16666666666666666,0.09523809523809523,19.050080060958862
18,0.7665603179484606,0.43445008993148804,0.16666666666666666,0.1212121212121212,19.048988819122314
19,0.7118318832168976,0.5979156543811163,0.16666666666666666,0.11111111111111112,19.03581142425537
20,0.7195063369969527,0.6153950989246368,0.16666666666666666,0.09523809523809523,19.05579161643982
21,0.8315504242976507,0.5463578999042511,0.16666666666666666,0.10256410256410257,19.03868269920349
22,0.7865028536568085,0.49877744416395825,0.16666666666666666,0.13333333333333333,19.03159475326538
23,0.7638479339786701,0.48557289441426593,0.0,0.0,19.03789210319519
24,0.7797311569253603,0.6671467324097952,0.0,0.0,19.064723014831543
25,0.751151205971837,0.5798605978488922,0.0,0.0,19.05861496925354
26,0.7175147084312307,0.5488256216049194,0.0,0.0,19.06151509284973
27,0.7016231995075941,0.5928309460481008,0.16666666666666666,0.09523809523809523,19.049721717834473
28,0.6885616371615065,0.39707599580287933,0.16666666666666666,0.09523809523809523,19.065247297286987
29,0.7743554266376628,0.5957023004690806,0.16666666666666666,0.14814814814814817,19.080214977264404
30,0.6160860935019122,0.5476568539937338,0.16666666666666666,0.11111111111111112,19.055076837539673
31,0.7198415584862232,0.7254672050476074,0.16666666666666666,0.11111111111111112,19.054436683654785
32,0.6533194921082921,0.7236766219139099,0.0,0.0,19.046239852905273
33,0.7466811692963043,0.6150210201740265,0.0,0.0,19.03905749320984
34,0.6969759342157178,0.6244398852189382,0.16666666666666666,0.1212121212121212,19.03192925453186
35,0.6876936033368111,0.5303594321012497,0.16666666666666666,0.09523809523809523,19.02281093597412
36,0.7458897969788976,0.4923259913921356,0.0,0.0,19.02482032775879
37,0.7206540438863966,0.5467345515886942,0.0,0.0,19.028295040130615
38,0.6310483968506256,0.5323810627063116,0.0,0.0,19.0544753074646
39,0.7237588229278723,0.5271153698364893,0.16666666666666666,0.09523809523809523,19.040120840072632
40,0.6813473028855191,0.5815562009811401,0.16666666666666666,0.11111111111111112,19.039275407791138
41,0.6800129299776422,0.5677723089853922,0.16666666666666666,0.11111111111111112,19.03070640563965
42,0.7110345425705115,0.5643326540788015,0.16666666666666666,0.1212121212121212,19.039988040924072
43,0.6912941257986758,0.5560507824023565,0.16666666666666666,0.11111111111111112,19.06192111968994
44,0.6289470055037074,0.5569723745187124,0.16666666666666666,0.14814814814814817,19.043370246887207
45,0.6079673876778947,0.5490347842375437,0.16666666666666666,0.11111111111111112,19.057211875915527
46,0.6402716270337502,0.5746933420499166,0.16666666666666666,0.14814814814814817,19.04483127593994
47,0.6463450280328592,0.5704230268796285,0.16666666666666666,0.14814814814814817,19.059332370758057
48,0.6492442310684257,0.539888838926951,0.16666666666666666,0.1212121212121212,19.051884412765503
49,0.6739968686468072,0.533774604399999,0.16666666666666666,0.13333333333333333,19.053303718566895
50,0.6396743949088786,0.539361317952474,0.16666666666666666,0.16666666666666666,19.068706274032593
